Date	P	D	E	CPI	Datef	GS10	RealP	RealD	Rtotr	RealE	RealTRE	PE10
1881.01	6.19	0.27	0.49	9.42	1881.04	3.70	213.36	9.13	394.72	16.74	30.98	18.47
1881.02	6.17	0.27	0.48	9.51	1881.12	3.69	210.54	9.21	390.93	16.44	30.52	18.15
1881.03	6.24	0.28	0.48	9.51	1881.21	3.69	212.93	9.38	396.82	16.29	30.37	18.27
1881.04	6.22	0.28	0.47	9.61	1881.29	3.68	210.15	9.46	393.11	15.99	29.91	17.95
1881.05	6.50	0.29	0.47	9.51	1881.37	3.67	221.80	9.73	416.42	16.01	30.06	18.87
1881.06	6.58	0.29	0.47	9.51	1881.46	3.67	224.53	9.90	423.10	15.87	29.90	19.03
1881.07	6.35	0.30	0.46	9.61	1881.54	3.66	214.54	9.97	405.83	15.57	29.45	18.12
1881.08	6.20	0.30	0.46	9.80	1881.62	3.65	205.40	9.94	390.12	15.13	28.74	17.29
1881.09	6.25	0.31	0.45	10.18	1881.71	3.65	199.32	9.73	380.10	14.43	27.52	16.72
1881.10	6.15	0.31	0.45	10.28	1881.79	3.64	194.32	9.79	372.11	14.16	27.12	16.26
1881.11	6.19	0.32	0.44	10.18	1881.87	3.63	197.41	10.05	379.64	14.17	27.24	16.48
1881.12	6.01	0.32	0.44	10.18	1881.96	3.63	191.67	10.21	370.23	14.03	27.11	15.96
1882.01	5.92	0.32	0.44	10.18	1882.04	3.62	188.80	10.21	366.33	14.01	27.18	15.68
1882.02	5.79	0.32	0.44	10.28	1882.12	3.62	182.94	10.11	356.60	13.85	26.99	15.15
1882.03	5.78	0.32	0.44	10.28	1882.21	3.62	182.62	10.11	357.63	13.82	27.07	15.09
1882.04	5.78	0.32	0.44	10.37	1882.29	3.62	180.95	10.02	355.98	13.67	26.90	14.92
1882.05	5.71	0.32	0.44	10.47	1882.37	3.62	177.13	9.93	350.10	13.52	26.72	14.57
1882.06	5.68	0.32	0.44	10.56	1882.46	3.62	174.61	9.84	346.75	13.37	26.56	14.33
1882.07	6.00	0.32	0.43	10.47	1882.54	3.63	186.13	9.93	371.25	13.47	26.87	15.24
1882.08	6.18	0.32	0.43	10.56	1882.62	3.63	189.99	9.84	380.58	13.32	26.68	15.53
1882.09	6.24	0.32	0.43	10.28	1882.71	3.63	197.16	10.11	396.64	13.67	27.49	16.08
1882.10	6.07	0.32	0.43	10.18	1882.79	3.63	193.58	10.21	391.15	13.77	27.82	15.76
1882.11	5.81	0.32	0.43	10.09	1882.87	3.63	187.04	10.30	379.66	13.87	28.15	15.19
1882.12	5.84	0.32	0.43	9.99	1882.96	3.63	189.79	10.40	387.01	13.97	28.50	15.38
1883.01	5.81	0.32	0.43	9.99	1883.04	3.63	188.82	10.43	386.80	13.89	28.46	15.27
1883.02	5.68	0.32	0.43	10.09	1883.12	3.63	182.85	10.36	376.35	13.68	28.16	14.76
1883.03	5.75	0.32	0.42	9.99	1883.21	3.63	186.87	10.48	386.41	13.73	28.39	15.05
1883.04	5.87	0.32	0.42	9.90	1883.29	3.63	192.60	10.61	400.09	13.78	28.63	15.48
1883.05	5.77	0.32	0.42	9.80	1883.37	3.63	191.16	10.74	398.96	13.83	28.87	15.34
1883.06	5.82	0.33	0.42	9.51	1883.46	3.63	198.60	11.09	416.41	14.16	29.69	15.90
1883.07	5.73	0.33	0.41	9.32	1883.54	3.63	199.52	11.34	420.33	14.36	30.26	15.95
1883.08	5.47	0.33	0.41	9.32	1883.62	3.62	190.47	11.38	403.25	14.28	30.23	15.20
1883.09	5.53	0.33	0.41	9.23	1883.71	3.62	194.54	11.52	413.91	14.34	30.50	15.49
1883.10	5.38	0.33	0.41	9.23	1883.79	3.62	189.26	11.55	404.73	14.25	30.47	15.05
1883.11	5.46	0.33	0.40	9.13	1883.87	3.62	194.08	11.70	417.11	14.31	30.75	15.41
1883.12	5.34	0.33	0.40	9.23	1883.96	3.62	187.86	11.61	405.82	14.07	30.40	14.90
1884.01	5.18	0.33	0.39	9.23	1884.04	3.62	182.23	11.55	395.74	13.81	29.99	14.43
1884.02	5.32	0.33	0.39	9.23	1884.12	3.61	187.15	11.49	408.51	13.54	29.56	14.81
1884.03	5.30	0.33	0.38	9.23	1884.21	3.60	186.45	11.43	409.06	13.28	29.14	14.74
1884.04	5.06	0.32	0.37	9.04	1884.29	3.60	181.75	11.61	400.88	13.29	29.31	14.35
1884.05	4.65	0.32	0.36	8.85	1884.37	3.59	170.62	11.80	378.49	13.30	29.51	13.47
1884.06	4.46	0.32	0.36	8.85	1884.46	3.58	163.65	11.74	365.19	13.03	29.07	12.91
1884.07	4.46	0.32	0.35	8.75	1884.54	3.57	165.43	11.81	371.36	12.89	28.93	13.04
1884.08	4.74	0.32	0.34	8.75	1884.62	3.56	175.81	11.75	396.87	12.61	28.47	13.86
1884.09	4.59	0.32	0.33	8.66	1884.71	3.55	172.12	11.81	390.76	12.47	28.31	13.57
1884.10	4.44	0.31	0.33	8.56	1884.79	3.55	168.34	11.88	384.43	12.32	28.14	13.27
1884.11	4.35	0.31	0.32	8.37	1884.87	3.54	168.68	12.09	387.50	12.31	28.28	13.30
1884.12	4.34	0.31	0.31	8.28	1884.96	3.53	170.23	12.16	393.38	12.16	28.10	13.43
1885.01	4.24	0.30	0.31	8.28	1885.04	3.52	166.30	11.93	386.61	12.03	27.97	13.13
1885.02	4.37	0.30	0.30	8.37	1885.12	3.51	169.45	11.57	396.18	11.76	27.50	13.38
1885.03	4.38	0.29	0.30	8.18	1885.21	3.50	173.79	11.61	408.58	11.90	27.99	13.73
1885.04	4.37	0.29	0.30	8.28	1885.29	3.48	171.40	11.25	405.17	11.64	27.51	13.55
1885.05	4.32	0.28	0.29	8.09	1885.37	3.47	173.43	11.27	412.18	11.77	27.98	13.71
1885.06	4.30	0.28	0.29	7.90	1885.46	3.46	176.79	11.31	422.39	11.92	28.49	13.98
1885.07	4.46	0.27	0.29	7.99	1885.54	3.45	181.18	10.94	435.07	11.65	27.97	14.33
1885.08	4.71	0.26	0.28	7.99	1885.62	3.43	191.34	10.70	461.60	11.51	27.76	15.13
1885.09	4.65	0.26	0.28	7.90	1885.71	3.42	191.17	10.59	463.34	11.51	27.90	15.12
1885.10	4.92	0.25	0.28	7.90	1885.79	3.41	202.28	10.35	492.33	11.38	27.69	15.99
1885.11	5.24	0.25	0.27	7.99	1885.87	3.40	212.87	9.99	520.14	11.10	27.13	16.82
1885.12	5.20	0.24	0.27	8.18	1885.96	3.38	206.33	9.52	506.10	10.71	26.28	16.30
1886.01	5.20	0.24	0.28	7.99	1886.04	3.37	211.24	9.68	520.13	11.17	27.51	16.69
1886.02	5.30	0.24	0.28	7.99	1886.12	3.38	215.30	9.62	532.11	11.37	28.11	17.01
1886.03	5.19	0.24	0.29	7.90	1886.21	3.40	213.38	9.66	529.33	11.72	29.07	16.84
1886.04	5.12	0.23	0.29	7.80	1886.29	3.41	213.06	9.71	530.57	12.07	30.05	16.80
1886.05	5.02	0.23	0.30	7.61	1886.37	3.42	214.13	9.88	535.26	12.58	31.45	16.86
1886.06	5.25	0.23	0.30	7.52	1886.46	3.43	226.77	9.93	568.94	12.96	32.51	17.83
1886.07	5.33	0.23	0.31	7.61	1886.54	3.45	227.35	9.74	572.43	13.01	32.76	17.85
1886.08	5.37	0.23	0.31	7.71	1886.62	3.46	226.23	9.55	571.61	13.06	33.00	17.72
1886.09	5.51	0.23	0.32	7.71	1886.71	3.47	232.13	9.48	588.50	13.27	33.64	18.15
1886.10	5.65	0.22	0.32	7.71	1886.79	3.48	238.02	9.41	605.44	13.48	34.29	18.56
1886.11	5.79	0.22	0.33	7.71	1886.87	3.50	243.92	9.34	622.43	13.69	34.94	18.97
1886.12	5.64	0.22	0.33	7.80	1886.96	3.51	234.70	9.16	600.85	13.73	35.16	18.19
1887.01	5.58	0.22	0.33	7.99	1887.04	3.52	226.68	9.04	582.24	13.51	34.69	17.51
1887.02	5.54	0.23	0.34	8.09	1887.12	3.53	222.41	9.03	573.19	13.45	34.66	17.13
1887.03	5.67	0.23	0.34	8.09	1887.21	3.55	227.63	9.13	588.61	13.55	35.04	17.47
1887.04	5.80	0.23	0.34	8.09	1887.29	3.56	232.84	9.23	604.09	13.65	35.41	17.82
1887.05	5.90	0.23	0.34	8.09	1887.37	3.57	236.86	9.33	616.52	13.75	35.79	18.08
1887.06	5.73	0.24	0.35	7.99	1887.46	3.58	232.77	9.55	607.96	14.02	36.60	17.71
1887.07	5.59	0.24	0.35	7.90	1887.54	3.60	229.82	9.76	602.38	14.29	37.45	17.43
1887.08	5.45	0.24	0.35	7.99	1887.62	3.61	221.40	9.75	582.43	14.22	37.40	16.74
1887.09	5.38	0.24	0.35	7.90	1887.71	3.62	221.19	9.97	584.06	14.49	38.27	16.68
1887.10	5.20	0.25	0.36	7.99	1887.79	3.63	211.24	9.95	559.99	14.42	38.23	15.88
1887.11	5.30	0.25	0.36	8.09	1887.87	3.65	212.77	9.94	566.24	14.35	38.19	15.95
1887.12	5.27	0.25	0.36	8.28	1887.96	3.66	206.70	9.81	552.26	14.12	37.73	15.46
1888.01	5.31	0.25	0.35	8.37	1888.04	3.67	205.90	9.63	552.27	13.64	36.58	15.36
1888.02	5.28	0.25	0.34	8.28	1888.12	3.65	207.10	9.68	557.63	13.47	36.26	15.42
1888.03	5.08	0.25	0.34	8.28	1888.21	3.63	199.25	9.61	538.66	13.14	35.52	14.81
1888.04	5.10	0.24	0.33	8.18	1888.29	3.62	202.36	9.65	549.25	12.96	35.18	15.02
1888.05	5.17	0.24	0.32	8.09	1888.37	3.60	207.55	9.70	565.53	12.78	34.82	15.39
1888.06	5.01	0.24	0.31	7.99	1888.46	3.58	203.52	9.75	556.77	12.59	34.45	15.08
1888.07	5.14	0.24	0.30	8.09	1888.54	3.56	206.35	9.57	566.68	12.11	33.26	15.28
1888.08	5.25	0.24	0.29	8.09	1888.62	3.54	210.76	9.50	580.98	11.77	32.46	15.60
1888.09	5.38	0.24	0.29	8.09	1888.71	3.52	215.98	9.43	597.53	11.44	31.65	15.99
1888.10	5.35	0.23	0.28	8.18	1888.79	3.51	212.28	9.26	589.43	10.98	30.48	15.72
1888.11	5.24	0.23	0.27	8.28	1888.87	3.49	205.53	9.09	572.77	10.52	29.33	15.22
1888.12	5.14	0.23	0.26	8.28	1888.96	3.47	201.60	9.02	563.94	10.20	28.53	14.95
1889.01	5.24	0.23	0.26	7.99	1889.04	3.45	212.87	9.31	597.61	10.70	30.03	15.80
1889.02	5.30	0.23	0.27	7.90	1889.12	3.45	217.90	9.39	613.93	10.96	30.89	16.19
1889.03	5.19	0.23	0.27	7.80	1889.21	3.45	215.98	9.47	610.74	11.24	31.77	16.07
1889.04	5.18	0.23	0.27	7.80	1889.29	3.44	215.56	9.43	611.79	11.37	32.28	16.05
1889.05	5.32	0.23	0.28	7.61	1889.37	3.44	226.92	9.63	646.31	11.80	33.62	16.92
1889.06	5.41	0.23	0.28	7.61	1889.46	3.44	230.76	9.60	659.52	11.94	34.13	17.22
1889.07	5.30	0.22	0.28	7.61	1889.54	3.44	226.07	9.56	648.39	12.08	34.66	16.89
1889.08	5.37	0.22	0.29	7.61	1889.62	3.43	229.06	9.52	659.23	12.23	35.20	17.13
1889.09	5.50	0.22	0.29	7.71	1889.71	3.43	231.70	9.37	669.10	12.22	35.28	17.35
1889.10	5.40	0.22	0.29	7.71	1889.79	3.43	227.49	9.34	659.19	12.36	35.80	17.05
1889.11	5.35	0.22	0.30	7.71	1889.87	3.43	225.38	9.30	655.33	12.50	36.34	16.91
1889.12	5.32	0.22	0.30	7.80	1889.96	3.42	221.39	9.16	645.92	12.48	36.42	16.61
1890.01	5.38	0.22	0.30	7.61	1890.04	3.42	229.48	9.38	671.82	12.76	37.36	17.22
1890.02	5.32	0.22	0.30	7.61	1890.12	3.44	226.92	9.38	666.62	12.72	37.38	17.03
1890.03	5.28	0.22	0.30	7.61	1890.21	3.45	225.22	9.38	663.90	12.69	37.41	16.90
1890.04	5.39	0.22	0.30	7.61	1890.29	3.47	229.91	9.38	680.04	12.66	37.43	17.26
1890.05	5.62	0.22	0.30	7.71	1890.37	3.49	236.76	9.27	702.59	12.46	36.98	17.79
1890.06	5.58	0.22	0.30	7.71	1890.46	3.50	235.07	9.27	699.88	12.43	37.00	17.68
1890.07	5.54	0.22	0.29	7.71	1890.54	3.52	233.39	9.27	697.16	12.39	37.02	17.59
1890.08	5.41	0.22	0.29	7.99	1890.62	3.54	219.77	8.94	658.71	11.91	35.71	16.60
1890.09	5.32	0.22	0.29	8.09	1890.71	3.55	213.57	8.83	642.34	11.74	35.32	16.17
1890.10	5.08	0.22	0.29	8.09	1890.79	3.57	203.94	8.83	615.58	11.71	35.35	15.48
1890.11	4.71	0.22	0.29	7.90	1890.87	3.59	193.64	9.04	586.77	11.96	36.23	14.75
1890.12	4.60	0.22	0.29	7.90	1890.96	3.60	189.12	9.04	575.35	11.92	36.27	14.44
1891.01	4.84	0.22	0.29	7.80	1891.04	3.62	201.41	9.16	615.07	12.24	37.39	15.43
1891.02	4.90	0.22	0.30	7.90	1891.12	3.62	201.45	9.04	617.49	12.26	37.59	15.48
1891.03	4.81	0.22	0.30	7.99	1891.21	3.62	195.40	8.94	601.22	12.29	37.81	15.05
1891.04	4.97	0.22	0.31	8.09	1891.29	3.62	199.52	8.83	616.18	12.31	38.02	15.41
1891.05	4.95	0.22	0.31	7.99	1891.37	3.61	201.09	8.94	623.30	12.63	39.14	15.57
1891.06	4.85	0.22	0.32	7.80	1891.46	3.61	201.83	9.16	627.97	13.11	40.79	15.66
1891.07	4.77	0.22	0.32	7.71	1891.54	3.61	200.95	9.27	627.64	13.45	42.00	15.62
1891.08	4.93	0.22	0.32	7.71	1891.62	3.61	207.69	9.27	651.10	13.62	42.70	16.16
1891.09	5.33	0.22	0.33	7.61	1891.71	3.61	227.35	9.38	715.18	13.97	43.94	17.71
1891.10	5.33	0.22	0.33	7.61	1891.79	3.61	227.35	9.38	717.64	14.15	44.66	17.72
1891.11	5.25	0.22	0.34	7.52	1891.87	3.60	226.77	9.50	718.32	14.50	45.95	17.67
1891.12	5.41	0.22	0.34	7.52	1891.96	3.60	233.68	9.50	742.72	14.69	46.68	18.21
1892.01	5.51	0.22	0.34	7.33	1892.04	3.60	244.18	9.82	778.70	15.18	48.40	19.02
1892.02	5.52	0.22	0.35	7.33	1892.12	3.61	244.63	9.90	782.74	15.29	48.92	19.04
1892.03	5.58	0.23	0.35	7.14	1892.21	3.63	253.88	10.24	815.08	15.81	50.76	19.74
1892.04	5.57	0.23	0.35	7.04	1892.29	3.64	256.85	10.45	827.41	16.14	51.99	19.94
1892.05	5.57	0.23	0.35	7.04	1892.37	3.65	256.85	10.53	830.24	16.25	52.54	19.91
1892.06	5.54	0.23	0.36	7.04	1892.46	3.66	255.47	10.61	828.62	16.37	53.10	19.77
1892.07	5.54	0.23	0.36	7.23	1892.54	3.68	248.74	10.40	809.63	16.05	52.25	19.21
1892.08	5.62	0.23	0.36	7.33	1892.62	3.69	249.06	10.34	813.46	15.95	52.11	19.20
1892.09	5.48	0.24	0.36	7.33	1892.71	3.70	242.85	10.41	796.03	16.06	52.66	18.69
1892.10	5.59	0.24	0.37	7.33	1892.79	3.71	247.73	10.49	814.87	16.18	53.21	19.04
1892.11	5.57	0.24	0.37	7.52	1892.87	3.73	240.59	10.29	794.22	15.87	52.40	18.46
1892.12	5.51	0.24	0.37	7.61	1892.96	3.74	235.03	10.24	778.66	15.78	52.29	18.01
1893.01	5.61	0.24	0.36	7.90	1893.04	3.75	230.64	9.90	766.87	14.83	49.32	17.66
1893.02	5.51	0.24	0.35	7.99	1893.12	3.75	223.84	9.82	746.96	14.29	47.68	17.13
1893.03	5.31	0.24	0.34	7.80	1893.21	3.74	220.97	10.09	740.21	14.25	47.74	16.90
1893.04	5.31	0.24	0.33	7.71	1893.29	3.74	223.70	10.25	752.21	14.04	47.21	17.10
1893.05	4.84	0.24	0.32	7.61	1893.37	3.73	206.45	10.42	697.12	13.83	46.70	15.78
1893.06	4.61	0.25	0.32	7.42	1893.46	3.73	201.68	10.72	684.03	13.78	46.74	15.42
1893.07	4.18	0.25	0.31	7.23	1893.54	3.73	187.68	11.04	639.67	13.73	46.80	14.35
1893.08	4.08	0.25	0.30	6.95	1893.62	3.72	190.72	11.53	653.30	13.87	47.51	14.59
1893.09	4.37	0.25	0.29	7.23	1893.71	3.72	196.21	11.11	675.28	12.91	44.43	15.01
1893.10	4.50	0.25	0.28	7.33	1893.79	3.71	199.42	11.00	689.50	12.33	42.64	15.27
1893.11	4.57	0.25	0.27	7.14	1893.87	3.71	207.93	11.34	722.16	12.25	42.54	15.94
1893.12	4.41	0.25	0.26	7.04	1893.96	3.70	203.36	11.53	709.63	11.99	41.84	15.61
1894.01	4.32	0.25	0.25	6.85	1894.04	3.70	204.74	11.69	717.86	11.93	41.83	15.74
1894.02	4.38	0.24	0.24	6.76	1894.12	3.68	210.51	11.69	741.50	11.69	41.19	16.20
1894.03	4.51	0.24	0.24	6.57	1894.21	3.66	223.04	11.87	789.12	11.62	41.12	17.19
1894.04	4.57	0.24	0.23	6.57	1894.29	3.64	226.01	11.71	803.07	11.21	39.84	17.43
1894.05	4.40	0.23	0.22	6.57	1894.37	3.62	217.60	11.54	776.61	10.80	38.53	16.81
1894.06	4.34	0.23	0.21	6.57	1894.46	3.60	214.63	11.37	769.41	10.39	37.23	16.61
1894.07	4.25	0.23	0.20	6.57	1894.54	3.58	210.18	11.21	756.80	9.97	35.92	16.29
1894.08	4.41	0.22	0.19	6.76	1894.62	3.56	211.95	10.73	766.39	9.29	33.59	16.46
1894.09	4.48	0.22	0.19	6.85	1894.71	3.54	212.33	10.43	770.89	8.77	31.83	16.52
1894.10	4.34	0.22	0.18	6.66	1894.79	3.52	211.57	10.56	771.33	8.61	31.40	16.50
1894.11	4.34	0.21	0.17	6.66	1894.87	3.50	211.57	10.40	774.49	8.20	30.03	16.54
1894.12	4.30	0.21	0.16	6.57	1894.96	3.48	212.65	10.39	781.64	7.91	29.08	16.67
1895.01	4.25	0.21	0.17	6.57	1895.04	3.46	210.18	10.30	775.70	8.28	30.57	16.52
1895.02	4.19	0.21	0.18	6.57	1895.12	3.47	207.21	10.22	767.90	8.65	32.07	16.33
1895.03	4.19	0.21	0.18	6.57	1895.21	3.48	207.21	10.14	771.03	9.03	33.58	16.36
1895.04	4.37	0.20	0.19	6.85	1895.29	3.50	207.11	9.64	773.63	9.00	33.64	16.39
1895.05	4.61	0.20	0.20	6.95	1895.37	3.51	215.49	9.43	807.88	9.23	34.61	17.08
1895.06	4.70	0.20	0.21	7.04	1895.46	3.52	216.73	9.22	815.40	9.45	35.57	17.21
1895.07	4.72	0.20	0.21	6.95	1895.54	3.53	220.64	9.27	832.99	9.93	37.50	17.55
1895.08	4.79	0.20	0.22	6.85	1895.62	3.54	227.02	9.32	860.02	10.43	39.50	18.07
1895.09	4.82	0.20	0.23	6.85	1895.71	3.55	228.44	9.24	868.32	10.78	40.98	18.20
1895.10	4.75	0.19	0.24	6.85	1895.79	3.57	225.12	9.16	858.61	11.14	42.48	17.94
1895.11	4.59	0.19	0.24	6.85	1895.87	3.58	217.54	9.09	832.58	11.49	43.99	17.34
1895.12	4.32	0.19	0.25	6.76	1895.96	3.59	207.63	9.13	797.55	12.02	46.15	16.55
1896.01	4.27	0.19	0.25	6.66	1896.04	3.60	208.15	9.22	802.54	12.03	46.37	16.58
1896.02	4.45	0.19	0.24	6.57	1896.12	3.58	220.07	9.31	851.48	12.03	46.55	17.52
1896.03	4.38	0.19	0.24	6.57	1896.21	3.57	216.61	9.27	841.08	11.87	46.09	17.23
1896.04	4.42	0.19	0.24	6.47	1896.29	3.55	221.80	9.37	864.27	11.88	46.28	17.64
1896.05	4.40	0.19	0.23	6.37	1896.37	3.53	224.10	9.46	876.28	11.88	46.46	17.83
1896.06	4.32	0.19	0.23	6.28	1896.46	3.52	223.36	9.56	876.49	11.89	46.67	17.78
1896.07	4.04	0.18	0.23	6.28	1896.54	3.50	208.88	9.52	822.80	11.72	46.17	16.64
1896.08	3.81	0.18	0.22	6.28	1896.62	3.48	196.99	9.48	779.07	11.55	45.66	15.70
1896.09	4.01	0.18	0.22	6.28	1896.71	3.47	207.33	9.44	823.07	11.37	45.16	16.54
1896.10	4.10	0.18	0.22	6.47	1896.79	3.45	205.75	9.12	819.81	10.87	43.33	16.44
1896.11	4.38	0.18	0.21	6.66	1896.87	3.43	213.52	8.81	853.70	10.40	41.57	17.09
1896.12	4.22	0.18	0.21	6.66	1896.96	3.42	205.72	8.77	825.44	10.24	41.08	16.50
1897.01	4.22	0.18	0.22	6.47	1897.04	3.40	211.77	9.03	852.74	10.95	44.11	17.03
1897.02	4.18	0.18	0.23	6.47	1897.12	3.40	209.76	9.03	847.69	11.38	45.97	16.89
1897.03	4.19	0.18	0.24	6.47	1897.21	3.39	210.26	9.03	852.76	11.79	47.83	16.96
1897.04	4.06	0.18	0.24	6.37	1897.29	3.39	206.78	9.17	841.73	12.39	50.44	16.70
1897.05	4.08	0.18	0.25	6.28	1897.37	3.38	210.95	9.31	861.85	13.01	53.17	17.05
1897.06	4.27	0.18	0.26	6.28	1897.46	3.38	220.77	9.31	905.15	13.44	55.11	17.85
1897.07	4.46	0.18	0.27	6.28	1897.54	3.38	230.59	9.31	948.61	13.87	57.07	18.65
1897.08	4.75	0.18	0.28	6.57	1897.62	3.37	234.91	8.90	969.42	13.68	56.47	19.01
1897.09	4.98	0.18	0.29	6.76	1897.71	3.37	239.35	8.65	990.70	13.70	56.70	19.37
1897.10	4.82	0.18	0.29	6.66	1897.79	3.36	234.97	8.77	975.60	14.30	59.37	19.03
1897.11	4.65	0.18	0.30	6.66	1897.87	3.36	226.68	8.77	944.22	14.71	61.26	18.36
1897.12	4.75	0.18	0.31	6.66	1897.96	3.35	231.55	8.77	967.58	15.11	63.15	18.75
1898.01	4.88	0.18	0.31	6.66	1898.04	3.35	237.89	8.86	997.14	15.27	64.02	19.25
1898.02	4.87	0.18	0.32	6.76	1898.12	3.33	234.06	8.81	984.16	15.22	64.00	18.92
1898.03	4.65	0.19	0.32	6.76	1898.21	3.31	223.49	8.89	942.82	15.38	64.88	18.04
1898.04	4.57	0.19	0.32	6.76	1898.29	3.29	219.64	8.97	929.75	15.54	65.77	17.71
1898.05	4.87	0.19	0.33	7.23	1898.37	3.27	218.66	8.45	928.58	14.67	62.29	17.60
1898.06	5.06	0.19	0.33	6.76	1898.46	3.25	243.19	9.13	1035.99	15.86	67.56	19.54
1898.07	5.08	0.19	0.33	6.66	1898.54	3.23	247.64	9.35	1058.26	16.25	69.43	19.86
1898.08	5.27	0.19	0.34	6.66	1898.62	3.20	256.90	9.42	1101.19	16.41	70.36	20.54
1898.09	5.26	0.20	0.34	6.66	1898.71	3.18	256.42	9.51	1102.50	16.57	71.26	20.44
1898.10	5.15	0.20	0.34	6.66	1898.79	3.16	251.05	9.59	1082.88	16.74	72.18	19.95
1898.11	5.32	0.20	0.35	6.66	1898.87	3.14	259.34	9.67	1122.10	16.90	73.13	20.53
1898.12	5.65	0.20	0.35	6.76	1898.96	3.12	271.55	9.61	1178.38	16.82	73.00	21.40
1899.01	6.08	0.20	0.36	6.76	1899.04	3.10	292.21	9.65	1271.56	17.34	75.46	22.93
1899.02	6.31	0.20	0.37	6.95	1899.12	3.10	294.96	9.43	1286.92	17.38	75.81	23.05
1899.03	6.40	0.20	0.38	6.95	1899.21	3.11	299.17	9.47	1308.72	17.88	78.22	23.28
1899.04	6.48	0.20	0.39	7.04	1899.29	3.11	298.81	9.37	1310.59	18.14	79.55	23.15
1899.05	6.21	0.20	0.40	7.04	1899.37	3.12	286.36	9.42	1259.42	18.64	81.97	22.09
1899.06	6.07	0.21	0.42	7.14	1899.46	3.12	276.17	9.33	1218.04	18.88	83.28	21.21
1899.07	6.28	0.21	0.43	7.23	1899.54	3.13	281.97	9.24	1246.99	19.12	84.55	21.56
1899.08	6.44	0.21	0.44	7.33	1899.62	3.13	285.40	9.16	1265.53	19.35	85.82	21.73
1899.09	6.37	0.21	0.45	7.61	1899.71	3.13	271.71	8.85	1208.10	19.09	84.87	20.59
1899.10	6.34	0.21	0.46	7.71	1899.79	3.14	267.09	8.78	1190.82	19.31	86.08	20.15
1899.11	6.46	0.21	0.47	7.80	1899.87	3.14	268.83	8.71	1201.80	19.53	87.29	20.20
1899.12	6.02	0.21	0.48	7.90	1899.96	3.15	247.50	8.63	1109.66	19.73	88.48	18.51
1900.01	6.10	0.22	0.48	7.90	1900.04	3.15	250.79	8.94	1127.75	19.73	88.74	18.67
1900.02	6.21	0.23	0.48	7.99	1900.12	3.15	252.27	9.14	1137.84	19.50	87.95	18.70
1900.03	6.26	0.23	0.48	7.99	1900.21	3.14	254.30	9.44	1150.56	19.50	88.22	18.78
1900.04	6.34	0.24	0.48	7.99	1900.29	3.14	257.55	9.75	1168.94	19.50	88.50	18.94
1900.05	6.04	0.25	0.48	7.80	1900.37	3.13	251.35	10.30	1144.68	19.97	90.97	18.40
1900.06	5.86	0.26	0.48	7.71	1900.46	3.13	246.87	10.74	1128.36	20.22	92.43	17.99
1900.07	5.86	0.26	0.48	7.80	1900.54	3.13	243.86	10.92	1118.76	19.97	91.64	17.69
1900.08	5.94	0.27	0.48	7.71	1900.62	3.12	250.24	11.37	1152.38	20.22	93.12	18.07
1900.09	5.80	0.28	0.48	7.80	1900.71	3.12	241.36	11.55	1115.93	19.97	92.35	17.34
1900.10	6.01	0.29	0.48	7.71	1900.79	3.11	253.19	12.01	1175.23	20.22	93.86	18.10
1900.11	6.48	0.29	0.48	7.71	1900.87	3.11	272.99	12.32	1271.91	20.22	94.22	19.42
1900.12	6.87	0.30	0.48	7.61	1900.96	3.10	293.04	12.80	1370.28	20.47	95.74	20.74
1901.01	7.07	0.30	0.48	7.71	1901.04	3.10	297.85	12.71	1397.71	20.29	95.23	20.98
1901.02	7.25	0.30	0.48	7.61	1901.12	3.11	309.25	12.94	1456.27	20.61	97.08	21.68
1901.03	7.51	0.31	0.49	7.61	1901.21	3.11	320.34	13.01	1513.61	20.69	97.75	22.35
1901.04	8.14	0.31	0.49	7.52	1901.29	3.12	351.60	13.25	1666.56	21.02	99.65	24.41
1901.05	7.73	0.31	0.49	7.52	1901.37	3.13	333.89	13.32	1587.88	21.09	100.31	23.06
1901.06	8.50	0.31	0.49	7.52	1901.46	3.13	367.15	13.39	1751.36	21.17	100.96	25.24
1901.07	7.93	0.31	0.49	7.61	1901.54	3.14	338.25	13.30	1618.78	20.97	100.37	23.14
1901.08	8.04	0.31	0.49	7.71	1901.62	3.15	338.71	13.20	1626.23	20.78	99.78	23.08
1901.09	8.00	0.32	0.50	7.80	1901.71	3.15	332.91	13.11	1603.65	20.60	99.23	22.59
1901.10	7.91	0.32	0.50	7.80	1901.79	3.16	329.17	13.18	1590.90	20.67	99.90	22.25
1901.11	8.08	0.32	0.50	7.90	1901.87	3.17	332.19	13.09	1610.78	20.49	99.34	22.38
1901.12	7.95	0.32	0.50	7.99	1901.96	3.17	322.96	13.00	1571.25	20.31	98.82	21.68
1902.01	8.12	0.32	0.51	7.90	1902.04	3.18	333.84	13.19	1629.53	21.00	102.51	22.34
1902.02	8.19	0.32	0.52	7.90	1902.12	3.19	336.71	13.23	1648.96	21.45	105.04	22.46
1902.03	8.20	0.32	0.53	7.90	1902.21	3.20	337.13	13.26	1656.39	21.89	107.56	22.41
1902.04	8.48	0.32	0.54	7.99	1902.29	3.21	344.49	13.13	1697.93	22.07	108.78	22.82
1902.05	8.46	0.32	0.55	8.09	1902.37	3.22	339.63	13.02	1679.34	22.25	110.01	22.43
